order_id,order_date,customer_id,customer_segment,region,salesperson,product_category,product_name,quantity,unit_price,discount,gross_revenue,revenue,cost,profit,profit_margin
ORD-20257120,2025-07-24,CUST-1994,Enterprise,North,Sarah Jenkins,Software,DevOps Automation,11,1041.36,0.0,11454.96,11454.96,6395.71,5059.26,0.4417
ORD-20257121,2025-07-06,CUST-2970,Enterprise,North,Priya Sharma,Hardware,Network Gateway Gen4,16,1700.19,0.2,27203.06,21762.45,14664.25,7098.2,0.3262
ORD-20257122,2025-09-29,CUST-1738,Enterprise,North,Amara Okafor,Cloud Solutions,Data Lakehouse Storage,5,867.4,0.0,4336.98,4336.98,2338.31,1998.67,0.4608
ORD-20257123,2025-10-16,CUST-1029,Mid-Market,North,Michael Chang,Software,Analytics Studio,6,1834.41,0.0,11006.43,11006.43,4971.42,6035.01,0.5483
ORD-20257124,2025-03-07,CUST-4341,SMB,West,Sarah Jenkins,Cloud Solutions,Data Lakehouse Storage,3,860.59,0.1,2581.77,2323.6,1652.42,671.18,0.2889
ORD-20257125,2025-11-30,CUST-3952,Enterprise,West,Lucas Meyer,Professional Services,Implementation & Onboarding,17,4800.14,0.0,81602.32,81602.32,46720.32,34882.0,0.4275
ORD-20257126,2025-02-09,CUST-2045,Mid-Market,East,Michael Chang,Software,DevOps Automation,9,948.31,0.0,8534.81,8534.81,5146.46,3388.35,0.397
ORD-20257127,2025-05-15,CUST-2439,Mid-Market,South,James Wilson,Software,Analytics Studio,4,1851.44,0.0,7405.77,7405.77,3592.57,3813.2,0.5149
ORD-20257128,2025-05-29,CUST-1383,Consumer,East,Sarah Jenkins,Cloud Solutions,Cloud Hosting Pro,2,1186.6,0.0,2373.2,2373.2,1353.02,1020.18,0.4299
ORD-20257129,2025-04-23,CUST-4111,Enterprise,West,Michael Chang,Hardware,Network Gateway Gen4,6,1586.87,0.05,9521.24,9045.17,4400.13,4645.04,0.5135
ORD-20257130,2025-03-26,CUST-4676,Enterprise,West,Sarah Jenkins,Software,CyberDefense Suite,18,2831.05,0.1,50958.96,45863.06,31092.68,14770.38,0.3221
ORD-20257131,2025-05-13,CUST-3118,Consumer,North,Sarah Jenkins,Hardware,Workstation Pro,3,2283.57,0.0,6850.71,6850.71,4178.17,2672.54,0.3901
ORD-20257132,2025-09-29,CUST-1792,Mid-Market,South,Elena Rostova,Hardware,Workstation Pro,9,2176.93,0.0,19592.33,19592.33,10560.01,9032.32,0.461
ORD-20257133,2025-05-25,CUST-4618,Enterprise,West,Priya Sharma,Software,CRM Enterprise,18,2422.52,0.1,43605.44,39244.9,23113.71,16131.19,0.411
ORD-20257134,2025-10-07,CUST-1604,Mid-Market,Central,Amara Okafor,Hardware,Edge Server X1,8,4617.86,0.1,36942.86,33248.57,20097.83,13150.74,0.3955
ORD-20257135,2025-06-18,CUST-4775,Mid-Market,North,Lucas Meyer,Software,DevOps Automation,7,953.98,0.0,6677.87,6677.87,4112.54,2565.34,0.3842
ORD-20257137,2025-09-27,CUST-4480,SMB,South,Sarah Jenkins,Cloud Solutions,Serverless Compute,1,467.85,0.0,467.85,467.85,267.93,199.92,0.4273
ORD-20257138,2025-02-23,CUST-4455,SMB,East,David Ross,Hardware,Security Appliance,4,3203.69,0.05,12814.75,12174.01,6784.79,5389.22,0.4427
ORD-20257139,2025-11-13,CUST-3007,Consumer,South,David Ross,Software,Analytics Studio,1,1850.22,0.0,1850.22,1850.22,841.9,1008.32,0.545
ORD-20257140,2025-11-26,CUST-2716,Consumer,North,David Ross,Software,DevOps Automation,4,991.88,0.0,3967.52,3967.52,2356.58,1610.94,0.406
ORD-20257141,2025-07-26,CUST-4704,Enterprise,Central,Lucas Meyer,Professional Services,Implementation & Onboarding,8,5642.5,0.15,45140.02,38369.01,27923.09,10445.92,0.2722
ORD-20257142,2025-11-12,CUST-4976,Consumer,North,Sarah Jenkins,Software,DevOps Automation,3,920.8,0.0,2762.4,2762.4,1621.88,1140.52,0.4129
ORD-20257143,2025-02-14,CUST-2337,Mid-Market,West,David Ross,Hardware,Workstation Pro,8,2124.53,0.05,16996.23,16146.42,8228.07,7918.35,0.4904
ORD-20257144,2025-01-29,CUST-4913,Mid-Market,West,David Ross,Hardware,Security Appliance,7,3136.94,0.0,21958.6,21958.6,13605.34,8353.26,0.3804
ORD-20257145,2025-04-24,CUST-1921,Enterprise,North,David Ross,Hardware,Security Appliance,10,3179.6,0.05,31795.99,30206.19,20311.24,9894.96,0.3276
ORD-20257146,2025-04-14,CUST-3599,Enterprise,East,Michael Chang,Software,DevOps Automation,23,938.17,0.0,21578.02,21578.02,11333.59,10244.44,0.4748
ORD-20257147,2025-03-24,CUST-2100,Enterprise,North,Amara Okafor,Cloud Solutions,Cloud Hosting Pro,6,1256.15,0.1,7536.88,6783.2,3407.89,3375.31,0.4976
ORD-20257148,2025-08-12,CUST-1047,SMB,North,Sarah Jenkins,Cloud Solutions,Cloud Hosting Pro,4,1188.98,0.0,4755.92,4755.92,2932.52,1823.4,0.3834
ORD-20257149,2025-06-16,CUST-1099,Mid-Market,North,James Wilson,Software,Analytics Studio,7,1713.27,0.0,11992.91,11992.91,6648.33,5344.58,0.4456
ORD-20257150,2025-11-11,CUST-4509,SMB,North,Lucas Meyer,Cloud Solutions,Data Lakehouse Storage,2,846.18,0.0,1692.36,1692.36,1052.46,639.9,0.3781
ORD-20257151,2025-08-14,CUST-1580,SMB,Central,Amara Okafor,Hardware,Network Gateway Gen4,4,1561.92,0.05,6247.68,5935.3,3510.07,2425.23,0.4086
ORD-20257152,2025-02-18,CUST-3216,Enterprise,Central,David Ross,Professional Services,Annual Maintenance,10,1432.42,0.0,14324.18,14324.18,8630.48,5693.69,0.3975
ORD-20257153,2025-11-18,CUST-2085,Mid-Market,North,Amara Okafor,Software,CRM Enterprise,7,2435.91,0.0,17051.35,17051.35,8018.54,9032.8,0.5297
ORD-20257154,2025-03-18,CUST-3578,Consumer,South,Lucas Meyer,Professional Services,Cloud Migration Consulting,2,7368.76,0.0,14737.52,14737.52,9527.47,5210.05,0.3535
ORD-20257155,2025-02-06,CUST-2065,Mid-Market,South,Priya Sharma,Hardware,Workstation Pro,4,2231.87,0.1,8927.46,8034.71,4358.73,3675.99,0.4575
ORD-20257156,2025-06-29,CUST-3406,SMB,West,Priya Sharma,Cloud Solutions,Serverless Compute,1,441.26,0.0,441.26,441.26,270.56,170.7,0.3869
ORD-20257157,2025-02-21,CUST-1151,Consumer,East,James Wilson,Hardware,Workstation Pro,1,2094.74,0.05,2094.74,1990.0,1062.52,927.49,0.4661
ORD-20257158,2025-03-30,CUST-3090,Mid-Market,South,David Ross,Cloud Solutions,Cloud Hosting Pro,8,1181.2,0.0,9449.61,9449.61,5643.65,3805.96,0.4028
ORD-20257159,2025-09-06,CUST-4838,Enterprise,North,Elena Rostova,Hardware,Edge Server X1,3,4832.41,0.05,14497.24,13772.38,7133.45,6638.93,0.482
ORD-20257160,2025-05-07,CUST-1364,Consumer,East,Elena Rostova,Cloud Solutions,Cloud Hosting Pro,4,1190.68,0.0,4762.71,4762.71,2281.34,2481.37,0.521
ORD-20257161,2025-06-18,CUST-3042,Enterprise,East,James Wilson,Software,DevOps Automation,11,988.42,0.2,10872.62,8698.1,6740.14,1957.96,0.2251
ORD-20257162,2025-07-27,CUST-2958,SMB,South,David Ross,Hardware,Edge Server X1,4,4666.12,0.0,18664.49,18664.49,11567.75,7096.74,0.3802
ORD-20257163,2025-07-31,CUST-1137,Mid-Market,West,Elena Rostova,Cloud Solutions,Data Lakehouse Storage,5,870.77,0.05,4353.87,4136.17,2395.72,1740.45,0.4208
ORD-20257164,2025-07-28,CUST-4341,Enterprise,North,Sarah Jenkins,Software,CRM Enterprise,16,2541.94,0.0,40671.01,40671.01,26072.83,14598.18,0.3589
ORD-20257165,2025-04-03,CUST-3346,Consumer,North,Priya Sharma,Hardware,Network Gateway Gen4,4,1582.02,0.0,6328.08,6328.08,3606.65,2721.43,0.4301
ORD-20257166,2025-07-09,CUST-4051,Enterprise,North,Sarah Jenkins,Professional Services,Implementation & Onboarding,23,5319.03,0.05,122337.76,116220.88,63098.33,53122.55,0.4571
ORD-20257167,2025-11-21,CUST-1797,Enterprise,South,Lucas Meyer,Cloud Solutions,Data Lakehouse Storage,10,810.32,0.15,8103.16,6887.68,4329.68,2558.0,0.3714
ORD-20257168,2025-12-26,CUST-1874,Enterprise,South,James Wilson,Hardware,Workstation Pro,17,2101.86,0.0,35731.62,35731.62,16895.37,18836.24,0.5272
ORD-20257169,2025-03-14,CUST-2832,Enterprise,West,Priya Sharma,Hardware,Edge Server X1,7,4697.6,0.05,32883.18,31239.02,18679.5,12559.52,0.402
ORD-20257170,2025-09-02,CUST-3495,Enterprise,South,David Ross,Software,CRM Enterprise,23,2326.04,0.05,53498.92,50823.98,32950.89,17873.08,0.3517
ORD-20257171,2025-06-09,CUST-2083,Consumer,East,Lucas Meyer,Hardware,Workstation Pro,2,2285.68,0.0,4571.37,4571.37,2107.15,2464.21,0.5391
ORD-20257172,2025-02-13,CUST-1700,Enterprise,South,Sarah Jenkins,Cloud Solutions,Cloud Hosting Pro,22,1238.9,0.0,27255.84,27255.84,16331.28,10924.56,0.4008
ORD-20257173,2025-12-26,CUST-1213,SMB,West,Michael Chang,Professional Services,Cloud Migration Consulting,1,7645.89,0.0,7645.89,7645.89,4567.16,3078.73,0.4027
ORD-20257174,2025-07-16,CUST-3662,Mid-Market,East,David Ross,Cloud Solutions,Enterprise AI Suite,9,3368.28,0.1,30314.56,27283.1,14055.63,13227.47,0.4848
ORD-20257175,2025-10-18,CUST-3602,Enterprise,North,Elena Rostova,Professional Services,24/7 Premium Support,19,2007.29,0.05,38138.53,36231.6,18689.75,17541.86,0.4842
ORD-20257176,2025-06-08,CUST-2223,Consumer,North,Amara Okafor,Hardware,Workstation Pro,2,2167.64,0.0,4335.29,4335.29,2004.51,2330.78,0.5376
ORD-20257177,2025-01-11,CUST-4217,Consumer,West,Michael Chang,Software,CRM Enterprise,3,2354.52,0.0,7063.55,7063.55,3939.27,3124.28,0.4423
ORD-20257178,2025-03-15,CUST-3311,Consumer,South,Priya Sharma,Professional Services,Implementation & Onboarding,1,5076.46,0.1,5076.46,4568.81,2619.34,1949.47,0.4267
ORD-20257179,2025-04-16,CUST-1342,Enterprise,Central,Lucas Meyer,Professional Services,24/7 Premium Support,6,1983.54,0.1,11901.22,10711.1,6356.97,4354.12,0.4065
ORD-20257180,2025-11-15,CUST-3784,Enterprise,South,David Ross,Software,DevOps Automation,5,990.72,0.05,4953.62,4705.94,2880.7,1825.24,0.3879
ORD-20257181,2025-11-14,CUST-3869,SMB,South,Sarah Jenkins,Software,DevOps Automation,4,978.62,0.1,3914.46,3523.01,1986.12,1536.9,0.4362
ORD-20257182,2025-05-10,CUST-2403,Mid-Market,Central,David Ross,Cloud Solutions,Enterprise AI Suite,7,3601.57,0.05,25211.02,23950.47,16315.07,7635.4,0.3188
ORD-20257183,2025-02-08,CUST-1336,SMB,North,Priya Sharma,Cloud Solutions,Serverless Compute,1,436.33,0.05,436.33,414.51,260.6,153.91,0.3713
ORD-20257184,2025-08-22,CUST-1821,Consumer,North,Sarah Jenkins,Software,DevOps Automation,4,990.95,0.0,3963.8,3963.8,1952.96,2010.83,0.5073
ORD-20257185,2025-12-09,CUST-4287,Enterprise,East,James Wilson,Professional Services,24/7 Premium Support,20,1972.49,0.15,39449.72,33532.26,19029.97,14502.3,0.4325
ORD-20257186,2025-05-18,CUST-2503,Enterprise,South,Elena Rostova,Software,CRM Enterprise,3,2377.5,0.1,7132.49,6419.24,3715.81,2703.43,0.4211
ORD-20257187,2025-03-31,CUST-1800,Consumer,Central,Michael Chang,Professional Services,Cloud Migration Consulting,2,7737.77,0.0,15475.53,15475.53,7360.05,8115.49,0.5244
ORD-20257188,2025-12-20,CUST-2439,Consumer,North,Sarah Jenkins,Hardware,Edge Server X1,4,4937.51,0.0,19750.04,19750.04,10298.63,9451.42,0.4786
ORD-20257189,2025-03-26,CUST-3528,SMB,North,Lucas Meyer,Cloud Solutions,Data Lakehouse Storage,4,832.61,0.0,3330.42,3330.42,1564.29,1766.13,0.5303
ORD-20257190,2025-01-18,CUST-1218,Consumer,South,Elena Rostova,Hardware,Security Appliance,2,3230.11,0.05,6460.22,6137.21,3306.83,2830.38,0.4612
ORD-20257191,2025-03-09,CUST-2552,Mid-Market,East,Amara Okafor,Professional Services,24/7 Premium Support,4,1949.77,0.1,7799.09,7019.18,3527.0,3492.18,0.4975
ORD-20257192,2025-01-01,CUST-3427,Enterprise,East,David Ross,Software,DevOps Automation,3,964.92,0.05,2894.75,2750.01,1856.32,893.69,0.325
ORD-20257193,2025-07-01,CUST-2717,Mid-Market,Central,Michael Chang,Hardware,Edge Server X1,8,4671.94,0.1,37375.52,33637.97,20573.59,13064.37,0.3884
ORD-20257194,2025-08-29,CUST-2450,Mid-Market,Central,Sarah Jenkins,Professional Services,Annual Maintenance,8,1565.06,0.1,12520.47,11268.42,5855.69,5412.74,0.4803
ORD-20257195,2025-10-02,CUST-2162,SMB,West,David Ross,Hardware,Network Gateway Gen4,3,1613.2,0.0,4839.59,4839.59,2248.74,2590.85,0.5353
ORD-20257196,2025-04-16,CUST-1870,Mid-Market,East,Priya Sharma,Software,Analytics Studio,8,1860.61,0.05,14884.85,14140.61,8255.18,5885.42,0.4162
ORD-20257197,2025-11-13,CUST-1974,SMB,North,Sarah Jenkins,Hardware,Edge Server X1,4,4674.03,0.05,18696.12,17761.31,9207.33,8553.98,0.4816
ORD-20257198,2025-09-17,CUST-3263,Enterprise,West,Elena Rostova,Hardware,Edge Server X1,20,4663.73,0.05,93274.69,88610.96,42486.0,46124.96,0.5205
ORD-20257199,2025-07-27,CUST-1452,SMB,East,Sarah Jenkins,Software,DevOps Automation,2,987.6,0.1,1975.19,1777.67,1239.3,538.37,0.3029
ORD-20257200,2025-07-09,CUST-2341,Mid-Market,South,Elena Rostova,Cloud Solutions,Cloud Hosting Pro,3,1243.85,0.05,3731.54,3544.96,2032.45,1512.51,0.4267
ORD-20257201,2025-02-06,CUST-2915,Consumer,Central,James Wilson,Cloud Solutions,Enterprise AI Suite,2,3541.68,0.1,7083.37,6375.03,3874.07,2500.96,0.3923
ORD-20257202,2025-04-28,CUST-2016,Mid-Market,East,Lucas Meyer,Software,CRM Enterprise,5,2518.58,0.0,12592.92,12592.92,6183.71,6409.21,0.509
ORD-20257203,2025-05-31,CUST-1922,Enterprise,South,Lucas Meyer,Cloud Solutions,Enterprise AI Suite,6,3558.27,0.05,21349.61,20282.13,10477.54,9804.59,0.4834
ORD-20257204,2025-04-10,CUST-4777,Enterprise,West,Elena Rostova,Professional Services,Cloud Migration Consulting,23,7639.63,0.1,175711.45,158140.3,87752.35,70387.95,0.4451
ORD-20257205,2025-10-17,CUST-2451,Enterprise,East,David Ross,Professional Services,Annual Maintenance,22,1448.01,0.15,31856.17,27077.75,18282.03,8795.72,0.3248
ORD-20257206,2025-08-27,CUST-4015,Mid-Market,North,Priya Sharma,Software,CyberDefense Suite,6,2930.8,0.0,17584.82,17584.82,10213.49,7371.33,0.4192
ORD-20257207,2025-09-05,CUST-4403,Enterprise,South,Sarah Jenkins,Hardware,Security Appliance,6,3167.34,0.15,19004.05,16153.44,10027.87,6125.57,0.3792
ORD-20257208,2025-12-06,CUST-1848,Mid-Market,Central,David Ross,Cloud Solutions,Serverless Compute,9,456.86,0.1,4111.78,3700.6,1910.85,1789.75,0.4836
ORD-20257209,2025-04-16,CUST-3288,Mid-Market,North,Lucas Meyer,Cloud Solutions,Data Lakehouse Storage,7,852.87,0.0,5970.09,5970.09,3875.69,2094.4,0.3508
ORD-20257210,2025-08-21,CUST-3808,Consumer,North,Elena Rostova,Hardware,Edge Server X1,4,4740.8,0.05,18963.18,18015.02,10112.35,7902.67,0.4387
ORD-20257211,2025-02-10,CUST-1035,Enterprise,West,Amara Okafor,Cloud Solutions,Data Lakehouse Storage,4,850.65,0.0,3402.61,3402.61,2042.15,1360.45,0.3998
ORD-20257212,2025-01-18,CUST-3415,Enterprise,West,Michael Chang,Cloud Solutions,Serverless Compute,12,457.73,0.15,5492.81,4668.89,2831.83,1837.06,0.3935
ORD-20257213,2025-12-23,CUST-3460,Enterprise,South,Michael Chang,Cloud Solutions,Data Lakehouse Storage,24,855.33,0.05,20527.99,19501.59,11260.78,8240.81,0.4226
ORD-20257214,2025-10-13,CUST-4601,SMB,West,James Wilson,Hardware,Network Gateway Gen4,1,1524.05,0.0,1524.05,1524.05,707.85,816.2,0.5355
ORD-20257215,2025-04-17,CUST-4879,Consumer,North,David Ross,Professional Services,Cloud Migration Consulting,3,7287.03,0.0,21861.09,21861.09,12812.59,9048.51,0.4139
ORD-20257216,2025-09-06,CUST-3792,Mid-Market,West,Amara Okafor,Professional Services,Cloud Migration Consulting,8,7771.0,0.0,62167.98,62167.98,36876.87,25291.11,0.4068
ORD-20257217,2025-02-20,CUST-2035,Enterprise,West,Lucas Meyer,Cloud Solutions,Cloud Hosting Pro,13,1150.33,0.0,14954.23,14954.23,9554.63,5399.6,0.3611
ORD-20257218,2025-02-02,CUST-4147,Mid-Market,West,James Wilson,Cloud Solutions,Cloud Hosting Pro,2,1165.27,0.1,2330.53,2097.48,1146.7,950.79,0.4533
ORD-20257219,2025-04-24,CUST-1142,SMB,North,Sarah Jenkins,Professional Services,Cloud Migration Consulting,3,7346.33,0.1,22038.98,19835.08,13079.54,6755.54,0.3406
ORD-20257220,2025-09-24,CUST-1288,Mid-Market,North,David Ross,Professional Services,Cloud Migration Consulting,9,7467.13,0.1,67204.16,60483.74,34766.98,25716.76,0.4252
ORD-20257221,2025-04-10,CUST-4537,Enterprise,West,Lucas Meyer,Hardware,Network Gateway Gen4,7,1642.67,0.2,11498.7,9198.96,7377.58,1821.38,0.198
ORD-20257222,2025-05-12,CUST-1104,Consumer,West,Sarah Jenkins,Professional Services,Annual Maintenance,3,1457.5,0.0,4372.51,4372.51,2076.98,2295.53,0.525
ORD-20257223,2025-11-04,CUST-1503,Enterprise,East,Elena Rostova,Cloud Solutions,Enterprise AI Suite,21,3487.25,0.1,73232.32,65909.09,38047.44,27861.65,0.4227
ORD-20257224,2025-03-06,CUST-3870,Enterprise,West,Elena Rostova,Software,Analytics Studio,21,1871.26,0.2,39296.45,31437.16,22799.12,8638.04,0.2748
ORD-20257225,2025-01-27,CUST-2411,Consumer,North,Michael Chang,Professional Services,Implementation & Onboarding,1,4941.74,0.0,4941.74,4941.74,2998.27,1943.47,0.3933
ORD-20257226,2025-08-08,CUST-2579,SMB,South,Michael Chang,Cloud Solutions,Cloud Hosting Pro,2,1204.06,0.1,2408.11,2167.3,1448.62,718.68,0.3316
ORD-20257227,2025-12-03,CUST-3653,Mid-Market,South,Michael Chang,Professional Services,Annual Maintenance,7,1499.54,0.1,10496.75,9447.07,6389.5,3057.58,0.3237
ORD-20257228,2025-09-18,CUST-4046,Enterprise,East,Elena Rostova,Hardware,Edge Server X1,17,4720.01,0.05,80240.14,76228.14,39377.46,36850.68,0.4834
ORD-20257229,2025-02-14,CUST-2502,Mid-Market,East,Elena Rostova,Software,DevOps Automation,4,928.4,0.0,3713.61,3713.61,2303.87,1409.74,0.3796
ORD-20257230,2025-10-28,CUST-4800,Consumer,South,Priya Sharma,Software,CRM Enterprise,4,2465.41,0.0,9861.65,9861.65,5747.28,4114.37,0.4172
ORD-20257231,2025-06-21,CUST-2959,Enterprise,North,James Wilson,Hardware,Network Gateway Gen4,6,1778.82,0.1,10672.93,9605.63,5868.67,3736.97,0.389
ORD-20257232,2025-10-04,CUST-4326,Enterprise,North,David Ross,Hardware,Edge Server X1,20,4641.84,0.15,92836.86,78911.33,46533.44,32377.89,0.4103
ORD-20257233,2025-02-19,CUST-3763,Consumer,West,Sarah Jenkins,Professional Services,24/7 Premium Support,1,2048.15,0.0,2048.15,2048.15,1159.33,888.82,0.434
ORD-20257234,2025-09-28,CUST-1043,Enterprise,North,Amara Okafor,Hardware,Workstation Pro,3,2189.26,0.0,6567.79,6567.79,3158.38,3409.4,0.5191
ORD-20257235,2025-09-19,CUST-1004,Consumer,East,Amara Okafor,Cloud Solutions,Serverless Compute,3,459.73,0.0,1379.18,1379.18,828.51,550.66,0.3993
ORD-20257236,2025-09-08,CUST-2272,SMB,East,Lucas Meyer,Professional Services,24/7 Premium Support,3,2023.72,0.0,6071.17,6071.17,2775.79,3295.37,0.5428
ORD-20257237,2025-08-19,CUST-3027,Enterprise,Central,Sarah Jenkins,Hardware,Network Gateway Gen4,17,1633.58,0.1,27770.78,24993.7,18022.81,6970.89,0.2789
ORD-20257238,2025-12-30,CUST-2080,Mid-Market,West,David Ross,Hardware,Security Appliance,4,3172.02,0.0,12688.09,12688.09,5717.14,6970.95,0.5494
ORD-20257239,2025-04-19,CUST-2483,SMB,North,Sarah Jenkins,Hardware,Security Appliance,1,3123.4,0.0,3123.4,3123.4,1988.09,1135.31,0.3635
ORD-20257241,2025-10-04,CUST-1307,Enterprise,West,Sarah Jenkins,Hardware,Edge Server X1,15,4727.52,0.1,70912.86,63821.57,38784.42,25037.15,0.3923
ORD-20257242,2025-08-03,CUST-2323,Enterprise,South,James Wilson,Hardware,Workstation Pro,4,2157.67,0.1,8630.67,7767.6,5128.28,2639.32,0.3398
ORD-20257243,2025-11-21,CUST-3772,Mid-Market,West,Sarah Jenkins,Hardware,Network Gateway Gen4,5,1667.25,0.0,8336.23,8336.23,4107.04,4229.19,0.5073
ORD-20257244,2025-04-02,CUST-4524,SMB,East,Lucas Meyer,Software,CyberDefense Suite,1,2873.88,0.1,2873.88,2586.49,1417.28,1169.21,0.452
ORD-20257245,2025-02-05,CUST-2063,SMB,West,Lucas Meyer,Hardware,Edge Server X1,4,4597.8,0.0,18391.2,18391.2,8559.38,9831.82,0.5346
ORD-20257246,2025-10-02,CUST-2150,Consumer,South,Lucas Meyer,Cloud Solutions,Cloud Hosting Pro,4,1174.17,0.0,4696.67,4696.67,2389.96,2306.71,0.4911
ORD-20257247,2025-03-26,CUST-4176,Enterprise,South,Elena Rostova,Software,CyberDefense Suite,8,3025.42,0.15,24203.35,20572.84,13494.6,7078.24,0.3441
ORD-20257248,2025-04-28,CUST-3913,SMB,West,Amara Okafor,Software,CyberDefense Suite,3,2789.87,0.0,8369.6,8369.6,3858.78,4510.83,0.539
ORD-20257249,2025-03-16,CUST-2619,SMB,East,Elena Rostova,Software,CRM Enterprise,2,2485.7,0.0,4971.4,4971.4,2923.32,2048.09,0.412
ORD-20257250,2025-03-10,CUST-3198,Mid-Market,West,James Wilson,Software,CRM Enterprise,5,2338.52,0.1,11692.62,10523.36,6604.82,3918.53,0.3724
ORD-20257251,2025-11-23,CUST-3422,Enterprise,East,Priya Sharma,Professional Services,Annual Maintenance,6,1452.39,0.0,8714.35,8714.35,4409.18,4305.17,0.494
ORD-20257252,2025-07-21,CUST-3859,Consumer,West,Priya Sharma,Software,CyberDefense Suite,3,2885.13,0.0,8655.38,8655.38,3960.75,4694.63,0.5424
ORD-20257253,2025-10-05,CUST-1517,SMB,West,Sarah Jenkins,Cloud Solutions,Data Lakehouse Storage,2,829.15,0.1,1658.31,1492.48,820.5,671.98,0.4502
ORD-20257254,2025-11-14,CUST-1187,Enterprise,South,Priya Sharma,Professional Services,Annual Maintenance,7,1518.32,0.1,10628.23,9565.41,6377.49,3187.91,0.3333
ORD-20257255,2025-10-22,CUST-4868,Mid-Market,North,David Ross,Cloud Solutions,Serverless Compute,9,439.4,0.05,3954.62,3756.89,2146.7,1610.18,0.4286
ORD-20257256,2025-12-13,CUST-1324,Mid-Market,North,Sarah Jenkins,Cloud Solutions,Data Lakehouse Storage,7,888.19,0.0,6217.31,6217.31,3559.13,2658.18,0.4275
ORD-20257257,2025-06-15,CUST-4556,Mid-Market,East,Michael Chang,Hardware,Workstation Pro,5,2173.98,0.1,10869.88,9782.89,5839.53,3943.36,0.4031
ORD-20257258,2025-06-08,CUST-2229,Consumer,East,Sarah Jenkins,Hardware,Security Appliance,3,3032.59,0.05,9097.78,8642.89,5735.18,2907.71,0.3364
ORD-20257259,2025-04-09,CUST-1082,Mid-Market,West,Sarah Jenkins,Professional Services,24/7 Premium Support,6,2022.32,0.0,12133.89,12133.89,6036.06,6097.83,0.5025
ORD-20257260,2025-03-03,CUST-3253,Consumer,East,Amara Okafor,Hardware,Network Gateway Gen4,3,1533.59,0.0,4600.76,4600.76,2580.82,2019.94,0.439
ORD-20257261,2025-06-04,CUST-4262,Mid-Market,Central,Priya Sharma,Professional Services,24/7 Premium Support,3,2031.93,0.0,6095.79,6095.79,2972.12,3123.68,0.5124
ORD-20257262,2025-08-01,CUST-2175,Enterprise,East,David Ross,Cloud Solutions,Cloud Hosting Pro,22,1186.59,0.15,26104.97,22189.22,12347.01,9842.22,0.4436
ORD-20257263,2025-03-27,CUST-1140,Consumer,East,Sarah Jenkins,Cloud Solutions,Serverless Compute,3,452.6,0.0,1357.8,1357.8,860.9,496.9,0.366
ORD-20257264,2025-06-11,CUST-2080,Enterprise,West,Elena Rostova,Cloud Solutions,Enterprise AI Suite,23,3906.31,0.15,89845.05,76368.29,57675.72,18692.57,0.2448
ORD-20257265,2025-07-20,CUST-2798,SMB,Central,Amara Okafor,Cloud Solutions,Serverless Compute,1,460.13,0.05,460.13,437.12,256.53,180.59,0.4131
ORD-20257266,2025-11-20,CUST-1529,Enterprise,West,David Ross,Professional Services,24/7 Premium Support,22,2085.26,0.05,45875.72,43581.94,22389.37,21192.56,0.4863
ORD-20257267,2025-08-31,CUST-2409,Enterprise,West,Michael Chang,Professional Services,Annual Maintenance,17,1427.28,0.15,24263.73,20624.17,15391.0,5233.17,0.2537
ORD-20257268,2025-04-14,CUST-4720,SMB,North,David Ross,Hardware,Security Appliance,2,3097.64,0.0,6195.28,6195.28,3291.78,2903.5,0.4687
ORD-20257269,2025-03-19,CUST-3240,SMB,East,Elena Rostova,Cloud Solutions,Serverless Compute,3,461.08,0.0,1383.25,1383.25,713.42,669.83,0.4842
ORD-20257270,2025-07-05,CUST-1074,Mid-Market,South,Sarah Jenkins,Professional Services,Implementation & Onboarding,5,5137.06,0.0,25685.29,25685.29,12553.42,13131.88,0.5113
ORD-20257271,2025-07-17,CUST-4336,Mid-Market,East,Amara Okafor,Software,Analytics Studio,3,1868.14,0.0,5604.42,5604.42,3580.51,2023.91,0.3611
ORD-20257272,2025-01-19,CUST-2531,Enterprise,South,Lucas Meyer,Professional Services,24/7 Premium Support,8,1947.01,0.15,15576.06,13239.65,9234.36,4005.29,0.3025
ORD-20257273,2025-08-05,CUST-2716,SMB,East,David Ross,Software,DevOps Automation,3,952.49,0.0,2857.46,2857.46,1410.22,1447.24,0.5065
ORD-20257274,2025-07-30,CUST-3067,Mid-Market,East,Priya Sharma,Cloud Solutions,Serverless Compute,7,457.12,0.05,3199.86,3039.87,1694.23,1345.64,0.4427
ORD-20257275,2025-04-28,CUST-1367,SMB,Central,Elena Rostova,Cloud Solutions,Data Lakehouse Storage,3,843.9,0.0,2531.71,2531.71,1435.62,1096.09,0.4329
ORD-20257276,2025-02-01,CUST-4337,Mid-Market,West,Sarah Jenkins,Professional Services,24/7 Premium Support,9,1955.96,0.1,17603.6,15843.24,10398.88,5444.36,0.3436
ORD-20257277,2025-03-26,CUST-2048,Enterprise,West,Lucas Meyer,Cloud Solutions,Data Lakehouse Storage,12,880.94,0.05,10571.31,10042.75,6118.96,3923.79,0.3907
ORD-20257278,2025-11-14,CUST-4824,Enterprise,North,David Ross,Cloud Solutions,Cloud Hosting Pro,15,1189.02,0.05,17835.36,16943.59,11348.26,5595.33,0.3302
